location,date,ave_temperature,max_temperature
788,2013-07-29,27.2,29.2
788,2013-07-30,29.2,34.8
788,2013-07-31,28.9,33.1
788,2013-08-01,29.9,35.4
788,2013-08-02,29.2,33.1
788,2013-08-03,28.4,31.1
788,2013-08-04,29.3,33.9
788,2013-08-05,28.7,32.2
788,2013-08-06,29.8,36.3
788,2013-08-07,30.7,36.8
788,2013-08-08,30.7,36.7
788,2013-08-09,31.1,36.5
788,2013-08-10,31.5,37.4
788,2013-08-11,31.2,37.5
788,2013-08-12,30.1,36.8
788,2013-08-13,29.2,35.9
788,2013-08-14,29.4,35.6
788,2013-08-15,30,36
788,2013-08-16,29.8,36.4
788,2013-08-17,29.8,36
788,2013-08-18,30.6,37
788,2013-08-19,30.8,37
788,2013-08-20,30.9,37.7
788,2013-08-21,30.6,37.6
788,2013-08-22,30.6,36.8
788,2013-08-23,26.8,29.1
788,2013-08-24,25.5,26.6
788,2013-08-25,27,33.3
788,2013-08-26,26.8,32.4
788,2013-08-27,26.2,33.5
788,2013-08-28,27,33.4
788,2013-08-29,26.3,32.7
788,2013-08-30,25.4,30.4
788,2013-08-31,24.7,30.3
788,2013-09-01,25,31.3
788,2013-09-02,24,30.9
788,2013-09-03,21.7,26
788,2013-09-04,21.7,29.8
788,2013-09-05,21.8,26.8
788,2013-09-06,19,21.2
788,2013-09-07,21.7,27.6
788,2013-09-08,22.7,29.9
788,2013-09-09,23.3,30.3
788,2013-09-10,24.4,29.6
788,2013-09-11,24.1,28.9
788,2013-09-12,22.6,25.4
788,2013-09-13,26.8,31.5
788,2013-09-14,23.7,27.3
788,2013-09-15,24.7,30.2
788,2013-09-16,22.2,29.3
788,2013-09-17,22.7,31.5
788,2013-09-18,25,33.7
788,2013-09-19,24.3,31.6
788,2013-09-20,24,31.1
788,2013-09-21,24.8,32.3
788,2013-09-22,25.3,32.2
788,2013-09-23,24.9,32
788,2013-09-24,23.6,29.5
788,2013-09-25,19.9,25.3
788,2013-09-26,18.7,24.9
788,2013-09-27,19.1,26.5
788,2013-09-28,21.2,26.2
788,2013-09-29,22.2,23.7
788,2013-09-30,23.4,29.4
788,2013-10-01,22.8,30.7
788,2013-10-02,20,25.9
788,2013-10-03,17.8,25.4
788,2013-10-04,18,27.7
788,2013-10-05,19.4,28
788,2013-10-06,22.9,26.7
788,2013-10-07,24.9,31
788,2013-10-08,22.3,24.9
788,2013-10-09,21.2,24.1
788,2013-10-10,21.2,23
788,2013-10-11,19.2,24.4
788,2013-10-12,16.7,24.4
788,2013-10-13,17.1,27.8
788,2013-10-14,18.8,27.2
788,2013-10-15,16.9,20.7
788,2013-10-16,12.6,18.6
788,2013-10-17,12.5,20.1
788,2013-10-18,15,23
788,2013-10-19,16.3,23.4
788,2013-10-20,16.2,24.2
788,2013-10-21,15.2,23.6
788,2013-10-22,16.4,24.8
788,2013-10-23,17,25.3
788,2013-10-24,15.2,22
788,2013-10-25,12.3,17.5
788,2013-10-26,12,16.5
788,2013-10-27,10.7,20.2
788,2013-10-28,10.7,19.2
788,2013-10-29,12.2,22
788,2013-10-30,13.3,19.3
788,2013-10-31,14,21.5
788,2013-11-01,16.6,24.5
788,2013-11-02,17,21.2
788,2013-11-03,14.8,20.9
788,2013-11-04,12.7,18.7
788,2013-11-05,12.3,21.3
788,2013-11-06,14.9,21.2
788,2013-11-07,13.3,20.3
788,2013-11-08,10.1,18.6
788,2013-11-09,13.8,17.6
788,2013-11-10,10.5,16.9
788,2013-11-11,7.5,10.4
788,2013-11-12,7.2,12.3
788,2013-11-13,6.2,13.9
788,2013-11-14,6.6,12
788,2013-11-15,9.5,15.7
788,2013-11-16,8.6,16.4
788,2013-11-17,8.2,12.7
788,2013-11-18,2.6,5.8
788,2013-11-19,5.6,9.3
788,2013-11-20,4.4,9.2
788,2013-11-21,5.5,11.7
788,2013-11-22,5.7,12.1
788,2013-11-23,6.7,13.4
788,2013-11-24,10.9,15.2
788,2013-11-25,8.4,12.9
788,2013-11-26,5.3,10.1
788,2013-11-27,3,7.1
788,2013-11-28,-.1,2.1
788,2013-11-29,1.9,6.3
788,2013-11-30,2.9,8.7
788,2013-12-01,4.6,11.6
788,2013-12-02,3.5,10.8
788,2013-12-03,5.1,11.8
788,2013-12-04,5.6,12.5
788,2013-12-05,4.1,8.8
788,2013-12-06,5.2,10.8
788,2013-12-07,3.5,11.5
788,2013-12-08,6.4,14.4
788,2013-12-09,7.6,14.5
788,2013-12-10,5.1,7.6
788,2013-12-11,3.1,5.7
788,2013-12-12,4.1,8.5
788,2013-12-13,.7,3.9
788,2013-12-14,1.9,7.7
788,2013-12-15,1.8,6.2
788,2013-12-16,1.5,4.3
788,2013-12-17,4.7,8.3
788,2013-12-18,6.7,12.6
788,2013-12-19,.9,4.5
788,2013-12-20,1,2.1
788,2013-12-21,0,3.8
788,2013-12-22,.8,6
788,2013-12-23,2.3,6.3
788,2013-12-24,1.2,8.2
788,2013-12-25,.2,5.2
788,2013-12-26,1.4,5.6
788,2013-12-27,-.1,2.4
788,2013-12-28,-1.5,2
788,2013-12-29,-1.2,3.3
788,2013-12-30,2.9,7.6
788,2013-12-31,4.5,10.6
